wojewodztwo,powiat,nazwa_placowki,typ_placowki,publiczna_niepubliczna,adres,kod_pocztowy,miejscowosc,telefon,email,liczba_miejsc,dyrektor,organ_prowadzacy,zrodlo_danych,data_stanu
warminsko-mazurskie,Powiat Mrągowski,"Dom dla Dzieci Towarzystwa Nasz Dom nr 2 ul. Warszawska 53/4, 11-700 Mrągowo Tel. 89 741 24 22 e-mail:domywarszawska@naszdom.org.pl",socjalizacyjna,,,11-700,,,domywarszawska@naszdom.org.pl,14,,Towarzystwo „Nasz Dom” Al. Zjednoczenia 34 01-830 Warszawa tel. 89 741 24 22,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Mrągowski,"Dom dla Dzieci Towarzystwa Nasz Dom nr 3, ul. Spacerowa 3A, 11-700 Mrągowo tel. 89 741 24 22 e-mail:domyspacerowa@naszdom.org.pl",socjalizacyjna,,,11-700,,89 741 24 22,domyspacerowa@naszdom.org.pl,14,,Towarzystwo „Nasz Dom” Al. Zjednoczenia 34 01-830 Warszawa tel. 89 741 24 22,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Nowomiejski,Dom Dziecka w Pacółtowie ul. Skrajna 1 13-300 Nowe Miasto Lubawskie tel. 56 474 20 59 e-mail:domdziecka.pacoltowo@op.pl,,,,13-300,,56 474 20 59,domdziecka.pacoltowo@op.pl,14,,Powiat Nowomiejski ul. Rynek 1 13-300 Nowe Miasto Lubawskie,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Olecki,Dom nr 1 im. Janusza Korczaka ul. Gołdapska 18 A/1 19-400 Olecko tel. 87 520 21 40 e-mail: sekretariat.CAO@domkorczaka.olecko.pl,socjalizacyjna,,,19-400,,87 520 21 40,sekretariat.CAO@domkorczaka.olecko.pl,10,,Powiat Olecki ul. Kolejowa 32 19-400 Olecko,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Olecki,Dom nr 2 im. Janusza Korczaka ul. Gołdapska 18 A/2 19-400 Olecko tel. 87 520 21 40 e-mail: sekretariat.CAO@domkorczaka.olecko.pl,socjalizacyjna,,,19-400,,87 520 21 40,sekretariat.CAO@domkorczaka.olecko.pl,10,,Powiat Olecki ul. Kolejowa 32 19-400 Olecko,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Olecki,Dom nr 3 im. Janusza Korczaka ul. Gołdapska 18 A/3 19-400 Olecko tel. 87 520 21 41 e-mail: sekretariat.CAO@domkorczaka.olecko.pl,socjalizacyjna,,,19-400,,87 520 21 41,sekretariat.CAO@domkorczaka.olecko.pl,14,,Powiat Olecki ul. Kolejowa 32 19-400 Olecko,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Olecki,Dom nr 4 im. Janusza Korczaka ul. Gołdapska 18 A/4 19-400 Olecko tel. 87 520 21 42 e-mail: sekretariat.CAO@domkorczaka.olecko.pl,socjalizacyjna,,,19-400,,87 520 21 42,sekretariat.CAO@domkorczaka.olecko.pl,10,,Powiat Olecki ul. Kolejowa 32 19-400 Olecko,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Olecki,Dom nr 5 im. Janusza Korczaka ul. Gołdapska 18 A/5 19-400 Olecko tel. 87 520 21 43 e-mail:sekretariat.CAO@domkorczaka.olecko.pl,,,,19-400,,87 520 21 43,sekretariat.CAO@domkorczaka.olecko.pl,14,,Powiat Olecki ul. Kolejowa 32 19-400 Olecko,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Olecki,Dom nr 6 im. Janusza Korczaka ul. Gołdapska 18 A/6 19-400 Olecko Tel. 87 520 21 44 e-mail: sekretariat.CAO@domkorczaka.olecko.pl,socjalizacyjna,,,19-400,,,sekretariat.CAO@domkorczaka.olecko.pl,10,,Powiat Olecki ul. Kolejowa 32 19-400 Olecko,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Olecki,Placówka Opiekuńczo-Wychowawcza Nr 2 ul. Kościuszki 32/6 10-504 Olsztyn Tel. 89 523 59 11 e-mail:domdziecka17@cpow.olsztyn.eu,socjalizacyjna,,,10-504,,,domdziecka17@cpow.olsztyn.eu,9,,Miasto Olsztyn Plac J. Pawła II 10-101 Olsztyn,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Olecki,Placówka Opiekuńczo-Wychowawcza Nr 3 ul. Żiżki 8/1 10-070 Olsztyn Tel. 89 527 54 22 e-mail:domdziecka17@cpow.olsztyn.eu,socjalizacyjna,,,10-070,,,domdziecka17@cpow.olsztyn.eu,7,,Miasto Olsztyn Plac J. Pawła II 10-101 Olsztyn,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Olecki,"Placówka Opiekuńczo-Wychowawcza Nr 4 ul. Warmińska 18/3 10-545 Olsztyn,Tel. 89 525 65 75 e-mail:domdziecka17@cpow.olsztyn.eu",socjalizacyjna,,,10-545,,,domdziecka17@cpow.olsztyn.eu,8,,Miasto Olsztyn Plac J. Pawła II 10-101 Olsztyn,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Olecki,Placówka Opiekuńczo-Wychowawcza Nr 5 ul. Mickiewicza 16/8 10-509 Olsztyn Tel. 89 616 48 80 e-mail:domdziecka17@cpow.olsztyn.eu,socjalizacyjna,,,10-509,,,domdziecka17@cpow.olsztyn.eu,9,,Miasto Olsztyn Plac J. Pawła II 10-101 Olsztyn,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Olecki,"Dom dla Dzieci ""Przystań"" ul. Pstrowskiego 5a, lokal nr 1 10-101 Olsztyn, tel: 89 527 31 11 email: centrum @ocdp.edu.pl",socjalizacyjna,,,10-101,,,,12,,Miasto Olsztyn Plac J. Pawła II 10-101 Olsztyn,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Olecki,"Dom dla Dzieci ""W Parku"" ul. Pstrowskiego 5a, 10-101 Olsztyn tel: 89 527 31 11 email: centrum @ocdp.edu.pl",socjalizacyjna,,,10-101,,,,14,,Miasto Olsztyn Plac J. Pawła II 10-101 Olsztyn,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Olecki,Pogotowie Opiekuńcze ul. Pstrowskiego 5 A 10-049 Olsztyn tel/fax 527 68 45 e-mail: centrum@ocpd.edu.pl,interwencyjna,,,10-049,,,centrum@ocpd.edu.pl,14,,Miasto Olsztyn Plac J. Pawła II 10-101 Olsztyn,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Olecki,Ośrodek Wsparcia i Opieki Nad Dzieckiem i Rodziną ul. Wańkowicza 3 10-684 Olsztyn tel. 89 544 11 55/ 544 11 56/544 11 61 e-mail: nagorkowa.dolinka@mopsolsztyn.pl,,,,10-684,,89 544 11 55,nagorkowa.dolinka@mopsolsztyn.pl,13,,Miasto Olsztyn Plac J. Pawła II 10-101 Olsztyn,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Olecki,Placówka Opiekuńczo-Wychowawcza Nagórkowa Dolina ul. Wańkowicza 3 10-684 Olsztyn tel. 89 544 11 55/ 544 11 56/544 11 61,,,,10-684,,89 544 11 55,,12,,Miasto Olsztyn Plac J. Pawła II 10-101 Olsztyn,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Olecki,Rodzinny Dom Dziecka Nr 3 ul. M. Skłodowskiej-Curie 9/5 10-109 Olsztyn Tel. 883 503 434 e-mail:rdd3.olsztyn@gmail.com,rodzinna,,,10-109,,,rdd3.olsztyn@gmail.com,6,,Miasto Olsztyn Plac J. Pawła II 10-101 Olsztyn,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Olsztyński,Dom dla Dzieci „Zgoda” ul. Sienkiewicza 26/1 11-015 Olsztynek tel. 89 519 26 13 e-mail: ipz.pcpr@powiat-olsztynski.pl,interwencyjna,,,11-015,,89 519 26 13,ipz.pcpr@powiat-olsztynski.pl,14,,Powiat Olsztyński Plac Bema 5 10-516 Olsztyn,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Olsztyński,"Dom dla Dzieci „Pod skrzydłami"" ul. Sienkiewicza 26/2 11-015 Olsztynek tel. 89 519 26 13 e-mail: ipz.pcpr@powiat-olsztynski.pl",socjalizacyjna,,,11-015,,89 519 26 13,ipz.pcpr@powiat-olsztynski.pl,14,,Powiat Olsztyński Plac Bema 5 10-516 Olsztyn,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Olsztyński,"Dom dla Dzieci im. Michała Lengowskiego Gryźliny , ul. Krótka 2 11-034 Stawiguda Tel. 89 519 18 24 e-mail: ipz.pcpr@powiat-olsztynski.pl",socjalizacyjna,,,11-034,,,ipz.pcpr@powiat-olsztynski.pl,14,,Powiat Olsztyński Starostwo Powiatowe Plac Bema 5 10-516 Olsztyn,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Olsztyński,Dom dla Dzieci „Keja” Al. Broni 1c/30 11-300 Biskupiec tel. 89 715 22 29 e-mail:ipz.pcpr@powiat-olsztynski.pl,socjalizacyjna,,,11-300,,89 715 22 29,ipz.pcpr@powiat-olsztynski.pl,14,,Powiat Olsztyński Starostwo Powiatowe Plac Bema 5 10-516 Olsztyn,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Ostródzki,Dom dla Dzieci i Młodzieży „Promyk” ul. Żeromskiego 19 14-300 Morąg tel. 89 757 44 40 tel. 504 708 956 e-mail:ddmorag@wp.pl,socjalizacyjna,,,14-300,,89 757 44 40,ddmorag@wp.pl,14,,Morąskie Stowarzyszenie Wspierania Rodzin ul. Żeromskiego 19 14-300 Morąg,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Ostródzki,Dom dla Dzieci i Młodzieży „Promyk 1” ul. Żeromskiego 19 14-300 Morąg tel. 508 026 011 e-mail:ddmorag@wp.pl,socjalizacyjna,,,14-300,,508 026 011,ddmorag@wp.pl,14,,Morąskie Stowarzyszenie Wspierania Rodzin ul. Żeromskiego 19 14-300 Morąg,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Ostródzki,Dom dla Dzieci i Młodzieży „Promyk 2” ul. Żeromskiego 19 A 14-300 Morąg tel. 502 535 904 e-mail:ddmorag@wp.pl,socjalizacyjna,,,14-300,,502 535 904,ddmorag@wp.pl,14,,Morąskie Stowarzyszenie Wspierania Rodzin ul. Żeromskiego 19 14-300 Morąg,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Ostródzki,"Dom dla Dzieci i Młodzieży ,,Promyk 3"" ul. Żeromskiego 19/5 14-300 Morąg tel. 89 757 44 40 e-mail: ddmorag@wp.pl",socjalizacyjna,,,14-300,,89 757 44 40,ddmorag@wp.pl,14,,Morąskie Stowarzyszenie Wspierania Rodzin ul. Żeromskiego 19 14-300 Morąg,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Ostródzki,"Dom dla Dzieci ""Bezpieczny Start"" Szymonowo 14 14-330 Małdyty tel.89 758 60 13 e-mail:szymonowo@wp.pl",socjalizacyjna,,,14-330,,89 758 60 13,szymonowo@wp.pl,14,,Warmińsko-Mazurskie Stowarzyszenie Pomocy Dziecku i Rodzinie w Szymonowie Szymonowo 14 14-330 Małdyty,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Ostródzki,Dom dla Dzieci im. Sybiraków Szymonowo 14 14-330 Małdyty tel. 89 758 60 13 e-mail:szymonowo@wp.pl,socjalizacyjna,,,14-330,,89 758 60 13,szymonowo@wp.pl,14,,Warmińsko-Mazurskie Stowarzyszenie Pomocy Dziecku i Rodzinie w Szymonowie Szymonowo 14 14-330 Małdyty,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Ostródzki,Dom dla Dzieci im. Sybiraków 2 Szymonowo 14/2 14-330 Małdyty tel. 89 758 60 13 e-mail:szymonowo@wp.pl,socjalizacyjna,,,14-330,,89 758 60 13,szymonowo@wp.pl,14,,Warmińsko-Mazurskie Stowarzyszenie Pomocy Dziecku i Rodzinie w Szymonowie Szymonowo 14 14-330 Małdyty,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Ostródzki,Dom dla Dzieci Nr 1 ul. Dworcowa 29 12-130 Pasym tel/fax 89 621 20 13 e-mail:ddpasym@poczta.onet.pl,socjalizacyjna,,,12-130,,,ddpasym@poczta.onet.pl,14,,Powiat Szczycieński ul. Sienkiewicza 1 12-100 Szczytno,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Ostródzki,Dom dla Dzieci nr 2 ul. Dworcowa 31 12-130 Pasym Tel/fax 89 621 20 13 e-mail:ddpasym@poczta.onet.pl,socjalizacyjna,,,12-130,,,ddpasym@poczta.onet.pl,14,,Powiat Szczycieński ul. Sienkiewicza 1 12-100 Szczytno,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Ostródzki,"Dom dla Dzieci nr 3 ul. Dworcowa 37, 12-130 Pasym Tel/fax 89 621 20 13 e-mail:ddpasym@poczta.onet.pl",socjalizacyjna,,,12-130,,,ddpasym@poczta.onet.pl,14,,Powiat Szczycieński ul. Sienkiewicza 1 12-100 Szczytno,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Ostródzki,Dom Dziecka ul. Niepodległości 15 12-100 Szczytno Tel/fax 89 624 25 17 e-mail:domdziecka.szczytno@o2.pl,socjalizacyjna,,,12-100,,,domdziecka.szczytno@o2.pl,14,,Powiat Szczycieński ul. Sienkiewicza 1 12-100 Szczytno,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
warminsko-mazurskie,Powiat Ostródzki,Dom Dziecka Nr 2 ul. Niepodległości 15A 12-100 Szczytno Tel/fax 89 624 25 17 e-mail:domdziecka.szczytno@o2.pl,socjalizacyjna,,,12-100,,,domdziecka.szczytno@o2.pl,12,,Powiat Szczycieński ul. Sienkiewicza 1 12-100 Szczytno,Rejestr_Wolnych_miejsc_XII2024_warminsko-mazurskie.xlsx,2024-12
lubuskie,,"Placówka Opiekuńczo - Wychowawcza Nr 1 ul. Puszkina 2 66 - 400 GORZÓW WLKP. 95 720 16 42, 95 720 16 46 fax 95 723 14 58 sekretariat@centrum-opieki.gorz.pl",socjalizacyjna,,,95-720,,,sekretariat@centrum-opieki.gorz.pl,14,Beata Wykrzykacz,Miasto na prawach powiatu ul. Sikorskiego 3-4 66 – 400 Gorzów Wlkp.,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,,"Placówka Opiekuńczo - Wychowawcza Nr 2 ul. Kazimierza Wielkiego 42a 66 - 400 GORZÓW WLKP. +48 95 720 16 42, 95 720 16 46 fax 95 723 14 58 sekretariat@centrum-opieki.gorz.pl",socjalizacyjna,,,95-720,,,sekretariat@centrum-opieki.gorz.pl,14,Beata Wykrzykacz,Miasto na prawach powiatu ul. Sikorskiego 3-4 66 – 400 Gorzów Wlkp.,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,,"Placówka Opiekuńczo - Wychowawcza Nr 3 ul. Kazimierza Wielkiego 42b 66 - 400 GORZÓW WLKP. +48 95 720 16 42, 95 720 16 46 fax 95 723 14 58 sekretariat@centrum-opieki.gorz.pl",socjalizacyjna,,,95-720,,,sekretariat@centrum-opieki.gorz.pl,14,Beata Wykrzykacz,Miasto na prawach powiatu ul. Sikorskiego 3-4 66 – 400 Gorzów Wlkp.,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,grodzki,Pogotowie Opiekuńcze w Gorzowie Wlkp ul. Spokojna 57/1 66–400 GORZÓW WLKP. tel./fax 95 722 40 10 sekretariat@pogorzow.pl,interwencyjna,,,95-722,,,sekretariat@pogorzow.pl,12,Magdalena Bielejewska,Miasto na prawach powiatu ul. Sikorskiego 3-4 66 – 400 Gorzów Wlkp.,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,,"Pogotowie Opiekuńcze ""Dwójka"" w Gorzowie Wlkp. ul. Spokoja 57/2 66- 400 Gorzów Wlkp. sekretariat@pogorzow.pl",interwencyjna,,,66-400,,,sekretariat@pogorzow.pl,10,Magdalena Bielejewska,Miasto na prawach powiatu ul. Sikorskiego 3-4 66 – 400 Gorzów Wlkp.,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,,Dom Dla Dzieci w Gorzowie Wlkp ul.Spokojna 57/3 66 - 400 Gorzów Wlkp sekretariat@pogorzow.pl,socjalizacyjna,,,,,,sekretariat@pogorzow.pl,12,Magdalena Bielejewska,Miasto na prawach powiatu ul. Sikorskiego 3-4 66 – 400 Gorzów Wlkp.,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,,"Rodzinny Dom Dziecka ul. Wyszyńskiego 1 66 – 400 GORZÓW WLKP. +48 95 735 86 04, 602450984 wojciech.winter@wp.pl",rodzinna,,,95-735,,,wojciech.winter@wp.pl,8,Wojciech Winter,Miasto na prawach powiatu ul. Sikorskiego 3-4 66 – 400 Gorzów Wlkp.,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,,Rodzinny Dom Dziecka ul. Krzemowa 14 66 – 400 GORZÓW WLKP. +48 95 729 92 03 kasiajacekm@gmail.com,rodzinna,,,95-729,,,kasiajacekm@gmail.com,8,Jacek Mataczyna,"Fundacja im. J. Korczaka w Marwicach Marwice 55 66-462 Baczyna +48 95 731 42 59, 692 790 044 Prezes: Andrzej Borowczak",Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,,Placówka Opiekuńczo – –Wychowawcza Nr 1 ul. Wojska Polskiego 116a 65 – 762 ZIELONA GÓRA tel./fax 68 326 05 91 placowki-opiekuncze@wp.pl,socjalizacyjna,,,68-326,,,placowki-opiekuncze@wp.pl,12,Małgorzata Łuczak,Miasto na prawach powiatu ul. Podgórna 22 65 – 424 Zielona Góra,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,,Placówka Opiekuńczo – –Wychowawcza Nr 2 ul. Wojska Polskiego 116d 65 – 762 ZIELONA GÓRA tel./fax 68 326 05 91 placowki-opiekuncze@wp.pl,socjalizacyjna,,,68-326,,,placowki-opiekuncze@wp.pl,12,Małgorzata Łuczak,Miasto na prawach powiatu ul. Podgórna 22 65 – 424 Zielona Góra,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,grodzki,Placówka Opiekuńczo – –Wychowawcza Nr 3 ul. Wojska Polskiego 116c 65 – 762 ZIELONA GÓRA tel./fax 68 326 05 91 placowki-opiekuncze@wp.pl,socjalizacyjna,,,68-326,,,placowki-opiekuncze@wp.pl,12,Małgorzata Łuczak,Miasto na prawach powiatu ul. Podgórna 22 65 – 424 Zielona Góra,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,,Placówka Opiekuńczo – –Wychowawcza Nr 4 ul. Wojska Polskiego 116b 65 – 762 ZIELONA GÓRA tel./fax 68 326 05 91 placowki-opiekuncze@wp.pl,interwencyjna,,,68-326,,,placowki-opiekuncze@wp.pl,12,Małgorzata Łuczak,Miasto na prawach powiatu ul. Podgórna 22 65 – 424 Zielona Góra,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,,Placówka Opiekuńczo – –Wychowawcza Nr 5 ul. Wojska Polskiego 116e 65 – 762 ZIELONA GÓRA tel./fax 68 326 05 91 placowki-opiekuncze@wp.pl,socjalizacyjna,,,68-326,,,placowki-opiekuncze@wp.pl,12,Małgorzata Łuczak,Miasto na prawach powiatu ul. Podgórna 22 65 – 424 Zielona Góra,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,,Rodzinny Dom Dziecka MARWICE 55 66 – 432 Baczyna +48 600 219 986 692 790 044 borowczakfundacja@interia.pl,rodzinna,,,48-600,,,borowczakfundacja@interia.pl,8,Barbara Borowczak,"Fundacja im. J. Korczaka w Marwicach Marwice 55 66-462 Baczyna +48 95 731 42 59, 692 790 044 Prezes: Andrzej Borowczak",Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,gorzowski,Rodzinny Dom Dziecka JANCZEWO 68T 66 – 431 Santok +48 95 333 55 83 664-084-279 proiwa@wp.pl,rodzinna,,,95-333,,,proiwa@wp.pl,6,Iwona Prokop,"Fundacja im. J. Korczaka w Marwicach Marwice 55 66-462 Baczyna +48 95 731 42 59, 692 790 044 Prezes: Andrzej Borowczak",Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,,Powiatowy Dom Dziecka ul. Obrońców Pokoju 20 66-620 GUBIN +48 68 459 39 30 pddg@powiatkrosnienski.pl,socjalizacyjna,,,66-620,,,pddg@powiatkrosnienski.pl,14,Agnieszka Stojek,Powiat Krośnieński ul. Piastów 10b 66 – 600 Krosno Odrzańskie,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,krośnieński,Powiatowy Dom Dziecka ul. Kościuszki 18 66 - 600 KROSNO ODRZAŃSKIE +48 68 359 91 80 pddg@powiatkrosnienski.pl,socjalizacyjna,,,68-359,,,pddg@powiatkrosnienski.pl,14,Agnieszka Stojek,Powiat Krośnieński ul. Piastów 10b 66 – 600 Krosno Odrzańskie,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,,Dom Dziecka Nr 1 w Skwierzynie ul. Parkowa 2A/2 66 – 440 SKWIERZYNA tel./fax 95 717 01 86 ddskwierzyna@gmail.com,socjalizacyjna,,,95-717,,,ddskwierzyna@gmail.com,14,Katarzyna Ruta,Powiat Międzyrzecki ul. Przemysłowa 2 66 – 300 Międzyrzecz,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,międzyrzecki,Dom Dziecka Nr 2 w Skwierzynie ul. Parkowa 2C 66 – 440 SKWIERZYNA tel./fax 95 717 01 86 ddskwierzyna@gmail.com,socjalizacyjna,,,95-717,,,ddskwierzyna@gmail.com,14,Katarzyna Ruta,Powiat Międzyrzecki ul. Przemysłowa 2 66 – 300 Międzyrzecz,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,,Dom Dziecka Nr 3 w Skwierzynie ul. Parkowa 2D 66 – 440 SKWIERZYNA tel./fax 95 717 01 86 ddskwierzyna@gmail.com,socjalizacyjna,,,95-717,,,ddskwierzyna@gmail.com,14,Katarzyna Ruta,Powiat Międzyrzecki ul. Przemysłowa 2 66 – 300 Międzyrzecz,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,,Placówka Opiekuńczo – –Wychowawcza Nr 1 ul. Traugutta 17/4 67 – 120 KOŻUCHÓW +48 68 355 33 48 sekretariat@domdziecka-kozuchow.pl wojtekzurowski@poczta.onet.pl,socjalizacyjna,,,68-355,,,sekretariat@domdziecka-kozuchow.pl,11,Wojciech Żurowski,Powiat Nowosolski ul. Moniuszki 3b 67– 100 Nowa Sól,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,,Placówka Opiekuńczo – –Wychowawcza Nr 2 ul. Traugutta 17/5 67 – 120 KOŻUCHÓW +48 68 355 33 48 sekretariat@domdziecka-kozuchow.pl wojtekzurowski@poczta.onet.pl,socjalizacyjna,,,68-355,,,sekretariat@domdziecka-kozuchow.pl,12,Wojciech Żurowski,Powiat Nowosolski ul. Moniuszki 3b 67– 100 Nowa Sól,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,nowosolski,Placówka Opiekuńczo – –Wychowawcza Nr 3 ul. Traugutta 17/6 67 – 120 KOŻUCHÓW +48 68 355 33 48 sekretariat@domdziecka-kozuchow.pl wojtekzurowski@poczta.onet.pl,socjalizacyjna+interwencyjna,,,68-355,,,sekretariat@domdziecka-kozuchow.pl,14,Wojciech Żurowski,Powiat Nowosolski ul. Moniuszki 3b 67– 100 Nowa Sól,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,,Placówka Opiekuńczo – –Wychowawcza Nr 4 ul. Traugutta 17/7 67 – 120 KOŻUCHÓW +48 68 355 33 48 sekretariat@domdziecka-kozuchow.pl wojtekzurowski@poczta.onet.pl,socjalizacyjna,,,68-355,,,sekretariat@domdziecka-kozuchow.pl,12,Wojciech Żurowski,Powiat Nowosolski ul. Moniuszki 3b 67– 100 Nowa Sól,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,słubicki,Placówka Opiekuńczo-Wychowawcza Nasza Chata w Słubicach Aleja Niepodległości 23 69-100 Słubice +48 95 766 65 10 fax 95 766 65 30 naszachata@powiatslubicki.pl,socjalizacyjna,,,69-100,,,naszachata@powiatslubicki.pl,14,Dorota Łazarczyk,Powiat Słubicki ul. Piłsudskiego 20 69-100 Słubice,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,strzelecko- drezdenecki,Placówka Opiekuńczo-Wychowawcza ul. Wojska Polskiego 98 66-542 Zwierzyn tel. 690 169 421 dyrektor@powzwierzyn.pl,socjalizacyjna,,,66-542,,,dyrektor@powzwierzyn.pl,14,Monika Jastrzębska,Powiat Strzelecko-Drezdenecki ul. ks. Stefana Wyszyńskiego 7 66-500 Strzelce Krajeński,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,,Dom Dziecka Nr 1 ul. Słoneczna 48 66 – 200 ŚWIEBODZIN +48 68 475 36 15 +48 68 475 23 33 +48 68 382 71 42 centrum@ddzswiebodzin.pl,socjalizacyjna,,,68-475,,,centrum@ddzswiebodzin.pl,14,Lidia Gintowt - Listowska z-ca Anna Lipińska,Powiat Świebodziński ul. Kolejowa 2 66-200 Świebodzin,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
